09/01/2025	 23:14:15	8.09	17.18	14.24	54.69	70.00	8.09	8.09	
09/01/2025	 23:14:16	8.04	17.21	14.00	52.93	71.35	8.04	8.04	
09/01/2025	 23:14:17	8.19	16.44	14.37	59.93	76.07	8.19	8.19	
09/01/2025	 23:14:18	8.48	17.41	14.35	55.92	74.47	8.48	8.48	
09/01/2025	 23:14:19	8.43	16.69	14.07	57.60	79.82	8.43	8.43	
09/01/2025	 23:14:20	8.09	16.98	14.34	55.89	76.96	8.09	8.09	
09/01/2025	 23:14:21	8.08	16.28	14.37	51.73	74.25	8.08	8.08	
09/01/2025	 23:14:22	8.43	17.38	14.33	52.69	71.84	8.43	8.43	
09/01/2025	 23:14:23	8.35	17.29	14.08	57.30	74.08	8.35	8.35	
09/01/2025	 23:14:24	8.26	17.45	14.31	54.20	75.34	8.26	8.26	
09/01/2025	 23:14:25	8.44	16.68	14.38	52.93	70.36	8.44	8.44	
09/01/2025	 23:14:26	8.31	17.19	14.10	51.75	72.82	8.31	8.31	
09/01/2025	 23:14:27	8.42	17.42	14.35	50.18	70.84	8.42	8.42	
09/01/2025	 23:14:28	8.29	17.02	14.17	50.20	71.46	8.29	8.29	
09/01/2025	 23:14:29	8.32	17.27	14.29	56.52	71.02	8.32	8.32	
09/01/2025	 23:14:30	8.29	17.14	14.28	55.19	70.96	8.29	8.29	
09/01/2025	 23:14:31	8.45	16.67	14.28	52.86	72.71	8.45	8.45	
09/01/2025	 23:14:32	8.43	16.43	14.21	58.59	76.48	8.43	8.43	
09/01/2025	 23:14:33	8.49	17.34	14.12	56.70	77.23	8.49	8.49	
09/01/2025	 23:14:34	8.28	17.27	14.50	54.26	71.41	8.28	8.28	
09/01/2025	 23:14:35	8.32	16.78	14.48	55.43	76.85	8.32	8.32	
09/01/2025	 23:14:36	8.33	16.29	14.41	53.25	72.71	8.33	8.33	
09/01/2025	 23:14:37	8.20	16.31	14.11	58.21	76.08	8.20	8.20	
09/01/2025	 23:14:38	8.20	16.95	14.27	55.19	70.99	8.20	8.20	
09/01/2025	 23:14:39	8.31	16.51	14.03	50.12	73.52	8.31	8.31	
09/01/2025	 23:14:40	8.40	17.16	14.35	59.60	75.18	8.40	8.40	
09/01/2025	 23:14:41	8.17	17.04	14.05	60.48	79.03	8.17	8.17	
09/01/2025	 23:14:42	8.41	17.03	14.03	59.80	74.04	8.41	8.41	
09/01/2025	 23:14:43	8.36	17.04	14.34	51.70	77.93	8.36	8.36	
09/01/2025	 23:14:44	8.15	16.36	14.05	58.09	73.03	8.15	8.15	
09/01/2025	 23:14:45	8.32	16.00	14.15	55.93	80.27	8.32	8.32	
09/01/2025	 23:14:46	8.38	16.68	14.34	60.18	76.62	8.38	8.38	
09/01/2025	 23:14:47	8.04	16.35	14.08	50.18	77.99	8.04	8.04	
09/01/2025	 23:14:48	8.17	16.65	14.05	59.65	78.20	8.17	8.17	
09/01/2025	 23:14:49	8.03	16.26	14.20	52.72	71.90	8.03	8.03	
09/01/2025	 23:14:50	8.45	16.32	14.25	52.79	75.47	8.45	8.45	
09/01/2025	 23:14:51	8.44	16.06	14.38	54.21	78.62	8.44	8.44	
09/01/2025	 23:14:52	8.22	17.22	14.33	57.88	78.14	8.22	8.22	
09/01/2025	 23:14:53	8.42	16.49	14.29	52.46	76.42	8.42	8.42	
09/01/2025	 23:14:54	8.12	16.22	14.32	56.53	74.66	8.12	8.12	
09/01/2025	 23:14:55	8.09	16.87	14.00	54.83	71.79	8.09	8.09	
09/01/2025	 23:14:56	8.32	16.05	14.37	57.26	72.28	8.32	8.32	
09/01/2025	 23:19:28	8.40	17.08	14.30	58.77	77.60	8.40	8.40	77.60	77.60	77.60	77.60	77.60	77.60	77.60	77.60	77.60	
09/01/2025	 23:19:29	8.24	16.69	14.37	57.34	70.32	8.24	8.24	70.32	70.32	70.32	70.32	70.32	70.32	70.32	70.32	70.32	
09/01/2025	 23:19:30	8.35	16.38	14.12	59.79	70.15	8.35	8.35	70.15	70.15	70.15	70.15	70.15	70.15	70.15	70.15	70.15	
09/01/2025	 23:19:31	8.18	16.81	14.24	58.77	74.89	8.18	8.18	74.89	74.89	74.89	74.89	74.89	74.89	74.89	74.89	74.89	
09/01/2025	 23:19:32	8.28	16.36	14.46	60.48	71.31	8.28	8.28	71.31	71.31	71.31	71.31	71.31	71.31	71.31	71.31	71.31	
09/01/2025	 23:19:33	8.50	17.40	14.17	57.98	78.90	8.50	8.50	78.90	78.90	78.90	78.90	78.90	78.90	78.90	78.90	78.90	
09/01/2025	 23:19:34	8.38	16.25	14.46	55.79	72.46	8.38	8.38	72.46	72.46	72.46	72.46	72.46	72.46	72.46	72.46	72.46	
09/01/2025	 23:19:36	8.11	16.74	14.06	58.23	71.85	8.11	8.11	71.85	71.85	71.85	71.85	71.85	71.85	71.85	71.85	71.85	
09/01/2025	 23:19:37	8.26	16.94	14.22	58.62	72.60	8.26	8.26	72.60	72.60	72.60	72.60	72.60	72.60	72.60	72.60	72.60	
09/01/2025	 23:19:38	8.27	17.16	14.07	57.35	78.58	8.27	8.27	78.58	78.58	78.58	78.58	78.58	78.58	78.58	78.58	78.58	
09/01/2025	 23:19:39	8.30	17.02	14.37	54.29	76.34	8.30	8.30	76.34	76.34	76.34	76.34	76.34	76.34	76.34	76.34	76.34	
09/01/2025	 23:19:40	8.17	16.12	14.48	57.34	79.28	8.17	8.17	79.28	79.28	79.28	79.28	79.28	79.28	79.28	79.28	79.28	
09/01/2025	 23:19:41	8.47	17.09	14.28	52.47	70.01	8.47	8.47	70.01	70.01	70.01	70.01	70.01	70.01	70.01	70.01	70.01	
09/01/2025	 23:19:42	8.39	17.09	14.48	58.29	73.71	8.39	8.39	73.71	73.71	73.71	73.71	73.71	73.71	73.71	73.71	73.71	
09/01/2025	 23:19:43	8.04	16.60	14.06	50.20	77.72	8.04	8.04	77.72	77.72	77.72	77.72	77.72	77.72	77.72	77.72	77.72	
09/01/2025	 23:19:44	8.43	16.91	14.24	59.05	73.50	8.43	8.43	73.50	73.50	73.50	73.50	73.50	73.50	73.50	73.50	73.50	
09/01/2025	 23:19:45	8.33	16.90	14.42	57.41	70.95	8.33	8.33	70.95	70.95	70.95	70.95	70.95	70.95	70.95	70.95	70.95	
09/01/2025	 23:19:46	8.21	16.85	14.37	55.54	70.53	8.21	8.21	70.53	70.53	70.53	70.53	70.53	70.53	70.53	70.53	70.53	
09/01/2025	 23:19:47	8.17	16.45	14.00	52.26	76.21	8.17	8.17	76.21	76.21	76.21	76.21	76.21	76.21	76.21	76.21	76.21	
09/01/2025	 23:19:48	8.30	16.80	14.41	54.32	70.23	8.30	8.30	70.23	70.23	70.23	70.23	70.23	70.23	70.23	70.23	70.23	
09/01/2025	 23:19:49	8.36	16.54	14.06	54.74	75.50	8.36	8.36	75.50	75.50	75.50	75.50	75.50	75.50	75.50	75.50	75.50	
09/01/2025	 23:19:50	8.12	17.02	14.18	56.24	73.76	8.12	8.12	73.76	73.76	73.76	73.76	73.76	73.76	73.76	73.76	73.76	
